interaction_id,customer_id,interaction_date,interaction_type
2077,1564,2025-10-23,Account Maintenance
2078,158,2025-10-04,Complaint
2079,837,2024-12-17,Product Inquiry
2080,64,2025-10-26,Technical Support
2081,1175,2025-08-29,Product Inquiry
2082,141,2025-05-28,Product Inquiry
2083,169,2025-08-31,Product Inquiry
2084,950,2025-08-23,Technical Support
2085,1448,2025-10-16,Service Inquiry
2086,1656,2025-09-19,Service Inquiry
2087,1262,2025-10-20,Product Inquiry
2088,1561,2025-08-27,Service Inquiry
2089,569,2025-10-27,Complaint
2090,1249,2025-09-24,Product Inquiry
2091,1523,2025-08-16,Complaint
2092,429,2025-08-17,Technical Support
2093,1987,2025-10-11,Service Inquiry
2094,1073,2025-07-01,Product Inquiry
2095,359,2025-05-16,Service Inquiry
2096,395,2025-10-11,Technical Support
2097,325,2025-08-12,Service Inquiry
2098,1441,2025-08-10,Service Inquiry
2099,1136,2025-10-20,Service Inquiry
2100,928,2025-06-29,Complaint
2101,1959,2025-09-03,Service Inquiry
2102,1825,2025-09-05,Technical Support
2103,194,2025-09-28,Technical Support
2104,718,2025-08-12,Account Maintenance
2105,1243,2025-05-30,Product Inquiry
2106,1506,2025-06-19,Complaint
2107,1514,2025-07-11,Account Maintenance
2108,712,2025-08-04,Complaint
2109,726,2025-09-28,Complaint
2110,526,2025-09-18,Service Inquiry
2111,989,2025-06-08,Service Inquiry
2112,231,2025-08-25,Complaint
2113,993,2025-10-13,Service Inquiry
2114,703,2025-08-01,Service Inquiry
2115,1098,2025-09-04,Product Inquiry
2116,620,2025-05-29,Account Maintenance
2117,1347,2025-05-25,Service Inquiry
2118,901,2025-10-21,Service Inquiry
2119,101,2025-08-29,Service Inquiry
2120,154,2025-10-07,Service Inquiry
2121,1185,2025-09-29,Service Inquiry
2122,1562,2025-04-30,Complaint
2123,1003,2025-08-19,Product Inquiry
2124,1079,2025-09-24,Service Inquiry
2125,1649,2025-04-16,Service Inquiry
2126,1125,2025-07-07,Product Inquiry
2127,215,2025-06-22,Complaint
2128,190,2025-07-04,Complaint
2129,66,2025-09-25,Service Inquiry
2130,1186,2025-10-13,Service Inquiry
2131,54,2025-10-06,Product Inquiry
2132,1455,2025-06-20,Complaint
2133,1231,2025-09-25,Service Inquiry
2134,26,2025-09-23,Product Inquiry
2135,1566,2025-10-15,Service Inquiry
2136,1363,2025-10-06,Technical Support
2137,627,2025-06-26,Service Inquiry
2138,412,2025-09-10,Service Inquiry
2139,510,2025-09-04,Service Inquiry
2140,1022,2025-09-17,Service Inquiry
2141,124,2025-10-24,Product Inquiry
2142,1850,2025-10-11,Service Inquiry
2143,783,2025-10-18,Technical Support
2144,1881,2025-07-14,Service Inquiry
2145,149,2025-10-08,Service Inquiry
2146,1694,2025-10-05,Product Inquiry
2147,1254,2025-05-12,Complaint
2148,1790,2025-05-02,Service Inquiry
2149,1864,2025-10-20,Service Inquiry
2150,1899,2025-08-18,Service Inquiry
2151,919,2025-10-04,Complaint
2152,1111,2025-04-26,Product Inquiry
2153,913,2025-10-06,Product Inquiry
2154,378,2025-10-22,Service Inquiry
2155,1137,2025-10-16,Product Inquiry
2156,1417,2025-08-31,Service Inquiry
2157,355,2025-10-10,Service Inquiry
2158,1320,2025-08-04,Account Maintenance
2159,200,2025-09-20,Complaint
2160,935,2025-06-08,Service Inquiry
2161,590,2025-05-10,Service Inquiry
2162,994,2025-09-01,Service Inquiry
2163,986,2025-08-29,Product Inquiry
2164,1271,2025-10-19,Service Inquiry
2165,1736,2025-10-26,Product Inquiry
2166,1677,2025-09-27,Product Inquiry
2167,486,2025-08-31,Complaint
2168,1998,2025-10-25,Product Inquiry
2169,1445,2025-08-28,Service Inquiry
2170,455,2025-10-19,Technical Support
2171,808,2025-10-16,Service Inquiry
2172,907,2025-10-19,Service Inquiry
2173,1658,2025-06-15,Complaint
2174,882,2025-09-29,Service Inquiry
2175,181,2025-05-19,Complaint
2176,226,2025-10-19,Complaint
2177,1390,2025-08-25,Service Inquiry
2178,1024,2025-09-03,Service Inquiry
2179,1202,2025-10-22,Complaint
2180,1425,2025-08-12,Service Inquiry
2181,857,2025-08-31,Technical Support
2182,238,2025-10-20,Service Inquiry
2183,835,2025-08-19,Service Inquiry
2184,1446,2025-09-12,Product Inquiry
2185,1486,2025-06-13,Service Inquiry
2186,906,2025-10-03,Product Inquiry
2187,882,2025-08-30,Complaint
2188,771,2025-08-30,Technical Support
2189,974,2025-09-29,Product Inquiry
2190,1414,2025-07-15,Service Inquiry
2191,216,2025-04-18,Service Inquiry
2192,732,2025-09-07,Account Maintenance
2193,1815,2025-09-26,Service Inquiry
2194,1621,2025-10-06,Service Inquiry
2195,965,2025-10-26,Complaint
2196,218,2025-10-18,Service Inquiry
2197,1985,2025-10-26,Service Inquiry
2198,1651,2025-03-19,Product Inquiry
2199,1980,2025-08-03,Account Maintenance
2200,1063,2025-10-22,Service Inquiry
2201,941,2025-10-01,Service Inquiry
2202,246,2025-09-04,Technical Support
2203,1152,2025-09-22,Product Inquiry
2204,1618,2025-09-06,Product Inquiry
2205,291,2025-10-23,Service Inquiry
2206,94,2025-10-19,Product Inquiry
2207,249,2025-06-16,Service Inquiry
2208,905,2025-10-14,Technical Support
2209,1093,2025-05-09,Service Inquiry
2210,1726,2025-07-19,Product Inquiry
2211,1640,2025-10-14,Technical Support
2212,1052,2025-09-28,Technical Support
2213,1958,2025-08-27,Service Inquiry
2214,479,2024-10-28,Product Inquiry
2215,995,2025-10-11,Service Inquiry
2216,690,2025-09-07,Complaint
2217,1123,2025-09-15,Service Inquiry
2218,1004,2025-10-04,Product Inquiry
2219,670,2025-09-20,Service Inquiry
2220,617,2025-10-27,Service Inquiry
2221,644,2025-08-28,Technical Support
2222,1210,2025-09-30,Technical Support
2223,769,2025-10-22,Product Inquiry
2224,175,2025-06-28,Technical Support
2225,1819,2025-10-08,Product Inquiry
2226,1385,2025-07-06,Technical Support
2227,1156,2025-10-25,Product Inquiry
2228,98,2025-08-16,Service Inquiry
2229,324,2025-01-23,Service Inquiry
2230,346,2025-08-29,Product Inquiry
2231,1014,2025-10-18,Complaint
2232,1907,2025-10-27,Service Inquiry
2233,1227,2025-09-24,Service Inquiry
2234,504,2025-07-26,Technical Support
2235,612,2025-10-27,Complaint
2236,1445,2025-09-24,Service Inquiry
2237,871,2025-09-23,Technical Support
2238,967,2025-10-24,Service Inquiry
2239,1967,2025-10-11,Service Inquiry
2240,1863,2025-09-17,Product Inquiry
2241,620,2025-07-30,Product Inquiry
2242,1067,2025-07-27,Service Inquiry
2243,1417,2025-10-23,Service Inquiry
2244,1087,2025-10-06,Account Maintenance
2245,670,2025-10-06,Service Inquiry
2246,236,2025-05-31,Service Inquiry
2247,1114,2025-08-25,Service Inquiry
2248,1045,2025-10-25,Service Inquiry
2249,719,2025-05-01,Service Inquiry
2250,180,2025-09-26,Complaint
2251,385,2025-07-28,Service Inquiry
2252,1942,2025-10-09,Service Inquiry
2253,786,2025-08-22,Service Inquiry
2254,454,2025-04-20,Technical Support
2255,863,2025-05-19,Product Inquiry
2256,1824,2025-10-19,Service Inquiry
2257,1921,2025-10-06,Complaint
2258,331,2025-05-24,Service Inquiry
2259,160,2025-08-25,Service Inquiry
2260,438,2025-10-23,Complaint
2261,1007,2025-10-17,Product Inquiry
2262,1266,2025-10-18,Product Inquiry
2263,807,2025-09-05,Product Inquiry
2264,1252,2025-10-08,Complaint
2265,416,2025-05-08,Service Inquiry
2266,1820,2025-08-02,Technical Support
2267,206,2025-10-28,Product Inquiry
2268,199,2025-09-07,Technical Support
2269,1006,2025-10-07,Technical Support
2270,981,2025-08-18,Product Inquiry
2271,1610,2025-10-06,Service Inquiry
2272,407,2025-10-27,Complaint
2273,1669,2025-10-07,Complaint
2274,645,2025-10-14,Technical Support
2275,702,2025-07-03,Service Inquiry
2276,711,2025-09-01,Technical Support
2277,1630,2025-09-08,Service Inquiry
2278,864,2025-10-27,Product Inquiry
2279,476,2025-10-24,Product Inquiry
2280,780,2025-09-29,Service Inquiry
2281,1168,2025-06-30,Product Inquiry
2282,427,2025-08-31,Service Inquiry
2283,526,2025-08-25,Complaint
2284,985,2025-10-24,Complaint
2285,1447,2025-05-02,Service Inquiry
2286,1171,2025-10-21,Complaint
2287,1381,2025-10-04,Service Inquiry
2288,1900,2025-09-05,Product Inquiry
2289,545,2025-08-16,Account Maintenance
2290,513,2025-05-08,Service Inquiry
2291,102,2025-02-11,Technical Support
2292,1440,2025-09-19,Service Inquiry
2293,398,2025-09-24,Complaint
2294,421,2025-10-13,Service Inquiry
2295,500,2025-07-25,Service Inquiry
2296,856,2025-10-03,Complaint
2297,1813,2025-09-13,Complaint
2298,929,2025-10-25,Technical Support
2299,83,2025-09-26,Service Inquiry
2300,347,2025-08-03,Complaint
2301,789,2025-10-17,Product Inquiry
2302,209,2025-09-25,Technical Support
2303,1433,2025-07-03,Product Inquiry
2304,414,2025-10-11,Service Inquiry
2305,1923,2025-10-02,Service Inquiry
2306,1755,2025-06-19,Service Inquiry
2307,1023,2025-08-04,Technical Support
2308,810,2025-08-22,Service Inquiry
2309,140,2025-09-13,Service Inquiry
2310,127,2025-09-16,Service Inquiry
2311,1789,2025-06-14,Service Inquiry
2312,459,2025-10-11,Technical Support
2313,659,2025-05-25,Service Inquiry
2314,374,2025-06-09,Service Inquiry
2315,387,2025-08-12,Service Inquiry
2316,1283,2025-10-14,Service Inquiry
2317,1841,2025-06-03,Service Inquiry
2318,440,2025-10-23,Service Inquiry
2319,167,2025-10-10,Product Inquiry
2320,1232,2025-08-04,Complaint
2321,22,2025-10-07,Technical Support
2322,1012,2025-05-06,Service Inquiry
2323,1436,2025-10-13,Technical Support
2324,354,2025-07-25,Product Inquiry
2325,1756,2025-09-08,Service Inquiry
2326,1212,2025-10-13,Service Inquiry
2327,959,2025-10-21,Service Inquiry
2328,2,2025-09-21,Service Inquiry
2329,240,2025-10-14,Service Inquiry
2330,1905,2025-06-10,Complaint
2331,67,2025-10-02,Service Inquiry
2332,511,2025-10-25,Complaint
2333,1570,2025-06-28,Service Inquiry
2334,1361,2025-06-08,Account Maintenance
2335,484,2025-07-30,Technical Support
2336,1955,2025-09-17,Product Inquiry
2337,1764,2025-09-19,Technical Support
2338,1822,2025-09-09,Service Inquiry
2339,1053,2025-07-16,Product Inquiry
2340,1163,2025-07-29,Service Inquiry
2341,624,2025-09-27,Product Inquiry
2342,1123,2025-10-20,Service Inquiry
2343,47,2025-06-19,Technical Support
2344,488,2025-03-17,Technical Support
2345,974,2025-08-26,Complaint
2346,402,2025-10-17,Service Inquiry
2347,822,2025-04-20,Product Inquiry
2348,136,2025-08-12,Service Inquiry
2349,12,2025-09-21,Product Inquiry
2350,163,2025-10-24,Technical Support
2351,1120,2025-10-06,Technical Support
2352,102,2025-10-10,Product Inquiry
2353,237,2025-08-19,Complaint
2354,1241,2025-08-18,Complaint
2355,1426,2025-08-09,Product Inquiry
2356,870,2025-09-16,Service Inquiry
2357,296,2025-08-09,Service Inquiry
2358,319,2025-10-13,Service Inquiry
2359,837,2025-09-13,Complaint
2360,1826,2025-09-06,Service Inquiry
2361,26,2025-08-28,Technical Support
2362,1377,2025-09-19,Service Inquiry
2363,1719,2025-09-05,Service Inquiry
2364,1536,2025-10-18,Product Inquiry
2365,1134,2025-10-21,Service Inquiry
2366,175,2025-10-13,Technical Support
2367,1438,2025-09-27,Product Inquiry
2368,1189,2025-01-17,Complaint
2369,694,2025-10-26,Product Inquiry
2370,1411,2025-08-23,Complaint
2371,1441,2025-10-06,Product Inquiry
2372,1824,2025-10-19,Complaint
2373,1208,2025-09-21,Service Inquiry
2374,1937,2025-07-26,Service Inquiry
2375,1517,2025-09-17,Service Inquiry
2376,1135,2025-09-23,Service Inquiry
2377,752,2025-10-20,Service Inquiry
2378,222,2025-06-06,Product Inquiry
2379,1059,2025-10-05,Technical Support
2380,1927,2025-10-21,Complaint
2381,896,2025-08-17,Service Inquiry
2382,1619,2025-10-23,Complaint
2383,923,2025-04-26,Product Inquiry
2384,1554,2025-08-12,Service Inquiry
2385,796,2025-09-19,Account Maintenance
2386,828,2025-09-29,Technical Support
2387,1810,2024-10-28,Technical Support
2388,999,2025-08-24,Complaint
2389,616,2025-08-18,Service Inquiry
2390,1170,2025-10-25,Service Inquiry
2391,1303,2025-10-17,Service Inquiry
2392,684,2025-10-26,Complaint
2393,227,2025-10-14,Service Inquiry
2394,441,2025-10-03,Service Inquiry
2395,555,2025-10-14,Service Inquiry
2396,1536,2025-08-24,Service Inquiry
2397,1244,2025-10-12,Service Inquiry
2398,1148,2025-08-25,Service Inquiry
2399,702,2025-08-06,Product Inquiry
2400,1632,2025-09-17,Account Maintenance
2401,1278,2025-10-24,Technical Support
2402,1096,2025-06-24,Service Inquiry
2403,1745,2025-09-12,Product Inquiry
2404,282,2025-08-21,Service Inquiry
2405,939,2025-07-26,Service Inquiry
2406,1640,2025-09-28,Complaint
2407,1754,2025-10-28,Product Inquiry
2408,1297,2025-06-26,Complaint
2409,453,2025-08-31,Service Inquiry
2410,275,2025-10-03,Product Inquiry
2411,426,2025-08-09,Technical Support
2412,939,2025-05-21,Service Inquiry
2413,913,2025-10-26,Service Inquiry
2414,863,2025-09-09,Service Inquiry
2415,1392,2025-09-29,Complaint
2416,1435,2025-07-18,Service Inquiry
2417,1126,2025-10-10,Product Inquiry
2418,1673,2025-10-06,Service Inquiry
2419,449,2025-08-20,Service Inquiry
2420,1805,2025-08-15,Product Inquiry
2421,338,2025-07-29,Complaint
2422,1410,2025-08-06,Product Inquiry
2423,832,2025-07-24,Product Inquiry
2424,1101,2025-09-12,Service Inquiry
2425,1129,2025-10-21,Technical Support
2426,1543,2025-08-07,Complaint
2427,824,2025-05-17,Technical Support
2428,353,2025-10-27,Service Inquiry
2429,249,2025-10-18,Technical Support
2430,1457,2025-07-26,Service Inquiry
2431,1179,2025-10-14,Service Inquiry
2432,1498,2025-09-25,Product Inquiry
2433,1850,2025-08-27,Complaint
2434,1705,2025-09-14,Product Inquiry
2435,576,2025-10-12,Technical Support
2436,789,2025-06-28,Account Maintenance
2437,241,2025-08-13,Technical Support
2438,1521,2025-06-12,Product Inquiry
2439,131,2025-09-16,Service Inquiry
2440,43,2025-10-23,Service Inquiry
2441,797,2025-09-29,Complaint
2442,1486,2025-09-23,Product Inquiry
2443,1610,2025-09-16,Product Inquiry
2444,700,2025-10-15,Service Inquiry
2445,20,2025-10-16,Product Inquiry
2446,1327,2025-04-01,Service Inquiry
2447,1744,2025-10-09,Service Inquiry
2448,1445,2025-07-24,Technical Support
2449,1101,2025-09-23,Product Inquiry
2450,1816,2025-10-10,Complaint
2451,368,2025-07-27,Service Inquiry
2452,716,2025-09-14,Complaint
2453,1453,2025-10-22,Complaint
2454,939,2025-08-14,Service Inquiry
2455,345,2025-08-15,Account Maintenance
2456,1388,2025-09-24,Technical Support
2457,812,2025-08-17,Complaint
2458,1251,2025-08-31,Service Inquiry
2459,866,2025-10-02,Product Inquiry
2460,945,2025-06-30,Service Inquiry
2461,1835,2025-10-05,Product Inquiry
2462,1990,2025-09-18,Complaint
2463,968,2025-10-19,Account Maintenance
2464,587,2025-10-27,Complaint
2465,679,2025-06-24,Complaint
2466,860,2025-10-19,Account Maintenance
2467,658,2025-10-25,Technical Support
2468,1380,2025-10-19,Account Maintenance
2469,1034,2025-09-05,Complaint
2470,1609,2025-07-06,Service Inquiry
2471,1724,2025-09-15,Service Inquiry
2472,1202,2025-10-23,Service Inquiry
2473,1156,2025-07-18,Service Inquiry
2474,845,2025-09-24,Service Inquiry
2475,1539,2025-09-29,Product Inquiry
2476,6,2025-08-08,Product Inquiry
2477,510,2025-10-22,Product Inquiry
2478,1606,2025-09-21,Product Inquiry
2479,1827,2024-10-28,Product Inquiry
2480,1512,2025-10-13,Complaint
2481,1337,2025-07-29,Technical Support
2482,421,2025-09-11,Product Inquiry
2483,711,2025-06-15,Service Inquiry
2484,891,2025-07-11,Product Inquiry
2485,413,2025-08-07,Account Maintenance
2486,1924,2025-10-20,Service Inquiry
2487,1540,2025-03-12,Service Inquiry
2488,517,2025-10-07,Technical Support
2489,1129,2025-09-05,Complaint
2490,446,2025-10-26,Complaint
2491,910,2025-09-11,Service Inquiry
2492,1566,2025-09-21,Technical Support
2493,1994,2025-09-13,Technical Support
2494,1279,2025-10-28,Complaint
2495,1497,2025-10-01,Complaint
2496,765,2025-10-11,Service Inquiry
2497,342,2025-10-27,Product Inquiry
2498,473,2025-10-11,Product Inquiry
2499,396,2025-10-07,Service Inquiry
2500,871,2025-06-25,Service Inquiry
2501,1213,2025-09-05,Service Inquiry
2502,1443,2025-10-17,Service Inquiry
2503,1243,2025-09-20,Service Inquiry
2504,927,2025-10-18,Complaint
2505,1906,2025-10-21,Service Inquiry
2506,1506,2025-06-20,Service Inquiry
2507,191,2025-10-15,Account Maintenance
2508,916,2025-10-04,Technical Support
2509,1720,2025-10-24,Service Inquiry
2510,577,2025-07-08,Service Inquiry
2511,757,2025-08-15,Service Inquiry
2512,9,2025-09-10,Service Inquiry
2513,1821,2025-10-21,Technical Support
2514,472,2025-08-14,Service Inquiry
2515,456,2025-10-06,Product Inquiry
2516,1761,2025-10-24,Complaint
2517,692,2025-10-11,Complaint
2518,1008,2025-09-28,Complaint
2519,1421,2025-10-10,Service Inquiry
2520,169,2025-06-26,Product Inquiry
2521,1009,2025-06-05,Service Inquiry
2522,1952,2025-09-03,Service Inquiry
2523,940,2025-09-01,Complaint
2524,303,2025-08-23,Complaint
2525,845,2025-09-08,Product Inquiry
2526,1851,2025-10-12,Account Maintenance
2527,773,2025-10-22,Technical Support
2528,1997,2025-10-25,Service Inquiry
2529,1259,2025-09-18,Service Inquiry
2530,199,2025-05-28,Complaint
2531,803,2025-09-23,Service Inquiry
2532,1769,2025-01-20,Service Inquiry
2533,578,2025-10-13,Service Inquiry
2534,1668,2025-03-24,Product Inquiry
2535,781,2025-09-27,Product Inquiry
2536,370,2025-10-22,Complaint
2537,369,2025-09-03,Service Inquiry
2538,1810,2025-07-19,Service Inquiry
2539,1670,2025-07-07,Service Inquiry
2540,128,2025-07-29,Service Inquiry
2541,698,2025-10-01,Service Inquiry
2542,1288,2025-09-22,Service Inquiry
2543,860,2025-09-22,Complaint
2544,1727,2025-09-19,Technical Support
2545,1688,2025-09-28,Service Inquiry
2546,1568,2025-10-01,Complaint
2547,229,2025-03-28,Complaint
2548,726,2025-06-16,Product Inquiry
2549,1244,2025-09-11,Service Inquiry
2550,1203,2025-09-13,Service Inquiry
2551,1029,2025-10-26,Complaint
2552,1363,2025-01-20,Service Inquiry
2553,1924,2025-09-03,Product Inquiry
2554,1539,2025-09-07,Complaint
2555,72,2025-09-02,Service Inquiry
2556,1314,2025-09-11,Product Inquiry
2557,1680,2025-10-27,Product Inquiry
2558,453,2025-09-13,Service Inquiry
2559,1009,2025-10-04,Product Inquiry
2560,752,2025-07-03,Product Inquiry
2561,1590,2025-10-08,Service Inquiry
2562,301,2025-10-25,Service Inquiry
2563,1895,2025-10-18,Product Inquiry
2564,454,2024-12-20,Service Inquiry
2565,1513,2025-10-17,Complaint
2566,1727,2025-09-16,Product Inquiry
2567,118,2025-09-14,Product Inquiry
2568,1460,2025-09-15,Product Inquiry
2569,477,2025-10-15,Service Inquiry
2570,1291,2025-07-08,Service Inquiry
2571,1347,2025-10-11,Service Inquiry
2572,1269,2025-10-18,Service Inquiry
2573,426,2025-06-17,Product Inquiry
2574,1982,2025-10-17,Product Inquiry
2575,1923,2025-08-09,Service Inquiry
2576,1549,2025-10-08,Service Inquiry
2577,158,2025-08-22,Product Inquiry
2578,193,2025-09-27,Service Inquiry
2579,52,2025-10-22,Product Inquiry
2580,299,2025-09-11,Account Maintenance
2581,785,2025-10-18,Service Inquiry
2582,1655,2025-10-23,Product Inquiry
2583,1433,2025-10-22,Product Inquiry
2584,516,2025-08-19,Product Inquiry
2585,407,2025-07-07,Account Maintenance
2586,1957,2025-10-05,Technical Support
2587,1943,2025-08-03,Account Maintenance
2588,224,2025-10-16,Product Inquiry
2589,991,2025-10-27,Service Inquiry
2590,1234,2025-08-08,Product Inquiry
2591,1347,2025-09-06,Product Inquiry
2592,755,2025-08-23,Account Maintenance
2593,1981,2025-08-23,Service Inquiry
2594,1405,2025-08-03,Product Inquiry
2595,1092,2025-10-12,Service Inquiry
2596,1610,2025-09-10,Service Inquiry
2597,295,2025-09-11,Complaint
2598,1469,2025-10-27,Product Inquiry
2599,1559,2025-09-08,Service Inquiry
2600,713,2024-12-26,Account Maintenance
2601,1839,2025-09-28,Complaint
2602,1796,2025-10-16,Complaint
2603,1760,2025-09-14,Service Inquiry
2604,295,2025-07-06,Technical Support
2605,369,2025-08-30,Product Inquiry
2606,329,2025-10-17,Product Inquiry
2607,1574,2025-06-18,Technical Support
2608,1239,2025-08-18,Complaint
2609,1159,2025-10-04,Complaint
2610,137,2025-10-04,Product Inquiry
2611,1983,2025-10-12,Technical Support
2612,1512,2025-10-01,Technical Support
2613,1792,2025-10-26,Technical Support
2614,233,2025-08-30,Service Inquiry
2615,1982,2025-10-06,Service Inquiry
2616,1756,2025-07-18,Technical Support
2617,1368,2025-09-03,Service Inquiry
2618,1591,2025-05-25,Complaint
2619,1095,2025-08-22,Complaint
2620,1405,2025-07-21,Service Inquiry
2621,551,2025-10-04,Service Inquiry
2622,1627,2025-09-30,Service Inquiry
2623,106,2025-09-17,Service Inquiry
2624,1887,2025-09-05,Service Inquiry
2625,10,2025-10-17,Complaint
